Year,Quarter,Product Model,5G Capability,Units Sold,Revenue ($),Market Share (%),Regional 5G Coverage (%),5G Subscribers (millions),Avg 5G Speed (Mbps),Preference for 5G (%),Region
2024,Q4,Galaxy S23 5G,Yes,27459,48297091.17599999,2.65,73.66,17.95,186.37,92.94,North America
2024,Q4,Galaxy Z Flip5 5G,Yes,23576,7378715.04,4.94,92.65,27.65,261.8,75.18,Asia-Pacific
2019,Q3,Galaxy A32 5G,Yes,57404,22248956.96,6.12,83.5,46.57,211.08,58.89,Europe
2021,Q4,Galaxy Note10,No,39415,15774523.4,3.4400000000000004,72.4,38.09,242.8,86.48,North America
2022,Q3,Galaxy S22 5G,Yes,16005,41833223.63,6.71,88.73,39.93,281.7,86.82,Middle East & Africa
2022,Q3,Galaxy Note20,No,8330,26191927.65,4,73.87,24.35,169.49,53.29,North America
2021,Q1,Galaxy S10,No,44456,14331275.99,0.6499999999999999,61.11,40.37,129.5,66.93,North America
2020,Q2,Galaxy A73 5G,Yes,63974,66783552.34,4.99,43.38,39.44,264.15,79.22,Middle East & Africa
2019,Q1,Galaxy S22 5G,Yes,36255,12091673.94,4.66,56.5,9.77,81.43,85.88,Middle East & Africa
2020,Q2,Galaxy A32 5G,Yes,51214,22604101.45,3.88,98.74,29.87,153.45,54.94,North America
2021,Q2,Galaxy S22 5G,Yes,27446,66537700.59599999,5.890000000000001,93.07,25.38,199.61,89.51,North America
2021,Q4,Galaxy S22 5G,Yes,30537,33782555.279999994,6.26,48.75,15.75,162.28,64.74000000000001,Latin America
2021,Q3,Galaxy A73 5G,Yes,24758,51101597.95,4.720000000000001,98.62,35.629999999999995,259.73,81.14,Middle East & Africa
2020,Q1,Galaxy Z Fold2 5G,Yes,11438,56002244.29,6.33,93.95,52.02,168.24,63.04,Asia-Pacific
2024,Q1,Galaxy Z Fold3 5G,Yes,6628,36995468.59,4.8100000000000005,93.86,26.43,157.51,45.53,Europe
2021,Q2,Galaxy A32 5G,Yes,26634,17977115.15,2.97,45.93,52.08,238.86,74.08,Middle East & Africa
2019,Q4,Galaxy A32 5G,Yes,40164,21739755.84,3.76,50.13,13.99,210.05,58.83,Latin America
2020,Q4,Galaxy Note10,No,35672,43822054.96,0.8400000000000001,44.22,46.9,285.05,50.09,Asia-Pacific
2024,Q2,Galaxy A73 5G,Yes,14587,28041204.8,2.85,53.66,51.8,126.75,94.43,Asia-Pacific
2023,Q2,Galaxy S20,No,24787,11158722.59,2.93,73.15,29.28,138,68.94,Europe
2021,Q2,Galaxy Z Flip3 5G,Yes,31267,31015491.11,3.1100000000000003,75.22,36.29,75.66,48.08,Europe
2021,Q2,Galaxy Note20,No,19360,21067765.94,0.71,72.25,24.64,119.68,71.1,Latin America
2019,Q1,Galaxy Z Flip3 5G,Yes,38119,49899540.8,6.84,51.21,38.33,284.33,87.01,Latin America
2021,Q2,Galaxy Z Flip3 5G,Yes,31267,31015491.11,3.1100000000000003,75.22,36.29,75.66,48.08,Europe
2023,Q4,Galaxy S20,No,47421,4828393.062,0.3400000000000001,69.32,14.16,174.21,73.78,Latin America
2021,Q3,Galaxy S10,No,39031,18608941.01,3.81,33.54,15.3,107.98,58.3,Asia-Pacific
2021,Q1,Galaxy S23 5G,Yes,60093,79592293.16399999,3.24,68.56,48.17,130.83,75.69,Latin America
2024,Q1,Galaxy Z Fold2 5G,Yes,62968,36037742.34,3.27,91.81,35.09,236.61,93.38,Middle East & Africa
2024,Q2,Galaxy Z Flip5 5G,Yes,44327,51331262.54399999,4.95,78.31,41.66,198.84,46.44,Middle East & Africa
2022,Q1,Galaxy Z Flip3 5G,Yes,6800,6213699.612,6.1,52.04,54.21,81.93,52.88,Middle East & Africa
2023,Q1,Galaxy Note20,No,41459,13687954.88,-0.11,62.18000000000001,11.77,287.5,41.54,Latin America
2020,Q4,Galaxy Note10,No,35672,43822054.96,0.8400000000000001,44.22,46.9,285.05,50.09,Asia-Pacific
2022,Q3,Galaxy S21,No,32243,28519800.44,0.1299999999999999,27.270000000000003,22.56,82.24,53.9,North America
2021,Q1,Galaxy A52 5G,Yes,57898,19848318.31,4.43,45.27,23.12,277.65,55.07,Latin America
2021,Q3,Galaxy Note20,No,42820,29532856.46,-0.47,68.24,19.11,188.16,46.5,Latin America
2021,Q2,Galaxy S10,No,33392,40200175.95,-0.14,69.32,24.76,255.14,39.33,North America
2022,Q3,Galaxy Z Fold2 5G,Yes,64883,70601769.76799999,4.6,61.16,31.32,154.51,92.8,Latin America
2021,Q1,Galaxy Note10,No,6548,54168172.52,2.64,63.010000000000005,17.85,279.58,73.97,Europe
2019,Q4,Galaxy A52 5G,Yes,53367,69827344.42,6.1,95.93,47.57,185.7,93.45,North America
2019,Q3,Galaxy S22 5G,Yes,15756,19796585.92,3.58,76.64,36.22,206.39,88.16,Middle East & Africa
2022,Q4,Galaxy A14 5G,Yes,33785,47573854.62,5.640000000000001,92.95,33.129999999999995,109.94,93.28,Latin America
2021,Q2,Galaxy Z Flip5 5G,Yes,34710,17998844.95,5.279999999999999,61.27,11.75,237.56,76.8,Middle East & Africa
2021,Q2,Galaxy A52 5G,Yes,36653,38555751.19,4.34,88.65,27.12,280.3,66,Middle East & Africa
2020,Q2,Galaxy Z Fold3 5G,Yes,61462,55137531.49199999,5.779999999999999,89.44,51.04,280.82,85.04,Latin America
2023,Q1,Galaxy A52 5G,Yes,35503,31844795.27,3.87,85.47,48.17,262.84,68,Asia-Pacific
2019,Q3,Galaxy Z Fold3 5G,Yes,56418,53656997.8,6.91,54.03,24.27,61.49,87.97,Middle East & Africa
2023,Q4,Galaxy Z Flip3 5G,Yes,34138,54539172.82,5.92,98.31,21.34,195.17,79.73,Asia-Pacific
2021,Q1,Galaxy S21,No,34090,7777936.368,3.54,71.27,41.68,171.59,50.17,Middle East & Africa
2023,Q3,Galaxy Note10,No,14799,4874859.738000001,3.39,49.36,15.579999999999998,220.38,51.94,Middle East & Africa
2020,Q3,Galaxy Z Fold2 5G,Yes,33872,60050676.8,2.94,88.63,27.11,186.09,61.17,Middle East & Africa
2019,Q1,Galaxy Note10,No,25671,7240265.603999999,2.82,85.8,42.58,67.46,37.26,Latin America
2020,Q1,Galaxy Z Flip5 5G,Yes,53118,71564619.92,4.21,103.57,52.17,120.41,76.81,North America
2023,Q2,Galaxy Note20,No,40418,32030342.59,1.7799999999999998,61.900000000000006,24.69,160.98,45.26,North America
2024,Q3,Galaxy S22 5G,Yes,59709,24247149.04,6.3,103.78,12.99,284.37,67.07,Middle East & Africa
2021,Q2,Galaxy S21,No,41937,10442280.66,-0.2,67,23.33,106.63,42.6,Asia-Pacific
2023,Q3,Galaxy A32 5G,Yes,18578,35842354.88,5.27,41.64,13.95,192.01,73.64,North America
2021,Q4,Galaxy A32 5G,Yes,7653,25848407.75,6.33,66.02000000000001,9.81,183.48,54.28,Middle East & Africa
2019,Q1,Galaxy S10,No,26396,4212951.048,1.04,57.36,39.55,293.1,55.87,Asia-Pacific
2022,Q2,Galaxy A52 5G,Yes,15007,56176071.66,6.81,83.96,44.71,258.98,59.6,Latin America
2021,Q2,Galaxy A14 5G,Yes,33576,15758344.55,6.65,73.37,14.85,69.65,58.52,Europe
2023,Q2,Galaxy S20,No,24787,11158722.59,2.93,73.15,29.28,138,68.94,Europe
2019,Q1,Galaxy Note20,No,7177,21984415.83,0.8400000000000001,25.7,23.41,105.27,40.03,North America
2021,Q3,Galaxy Note10,No,34903,18518248.49,2.05,53.32,5.41,217.97,54.81,Europe
2023,Q1,Galaxy Note10,No,14664,15195950.99,1.66,62.66,1.4700000000000002,171.98,74.11,North America
2024,Q4,Galaxy S20,No,7534,29771391.22,3.55,47.5,12.56,51.73,74.44,Europe
2021,Q1,Galaxy Note20,No,36476,9769649.436,0.3999999999999999,67.05,29.96,138.12,52.54,Europe
2021,Q3,Galaxy Z Fold2 5G,Yes,50384,16798329.65,4.359999999999999,89.43,51.51,132.01,80.99,Asia-Pacific
2020,Q2,Galaxy S21,No,8601,32922566.24,2.99,82.16,47.56,139.42,52.96,Asia-Pacific
2023,Q2,Galaxy S10,No,28445,23846107.2,3.99,46.8,37.91,175.6,66.6,Europe
2023,Q4,Galaxy Z Flip3 5G,Yes,34138,54539172.82,5.92,98.31,21.34,195.17,79.73,Asia-Pacific
2021,Q2,Galaxy A14 5G,Yes,33576,15758344.55,6.65,73.37,14.85,69.65,58.52,Europe
2022,Q3,Galaxy Z Fold3 5G,Yes,55071,52340365.75,3.6,55.45,51.49,279.27,73.87,Europe
2024,Q4,Galaxy S23 5G,Yes,27459,48297091.17599999,2.65,73.66,17.95,186.37,92.94,North America
2022,Q2,Galaxy Note10,No,5465,14185149.88,1.97,73.54,45.99,292.18,37.14,North America
2021,Q2,Galaxy A14 5G,Yes,33576,15758344.55,6.65,73.37,14.85,69.65,58.52,Europe
2022,Q2,Galaxy A52 5G,Yes,15007,56176071.66,6.81,83.96,44.71,258.98,59.6,Latin America
2024,Q4,Galaxy Z Fold2 5G,Yes,50336,24239867.16,4.0600000000000005,44.48,16.75,205.63,73.46,Middle East & Africa
2023,Q3,Galaxy Z Flip3 5G,Yes,30009,27935761.68,5.49,48.11,22.61,157,94.16,Europe
2024,Q2,Galaxy A52 5G,Yes,33515,35787763.82,4.3,82.09,44.83,256.14,51.86,Latin America
2021,Q3,Galaxy S22 5G,Yes,54330,37269680.39,6.02,48.4,15.34,212.64,88.87,Middle East & Africa
2023,Q3,Galaxy A14 5G,Yes,51399,42332669.41199999,4.71,77.37,33.16,212.73,87.94,Latin America
2024,Q4,Galaxy A32 5G,Yes,25724,57565236.58,5.68,69.97999999999999,34.17,231.5,84.08,Latin America
2019,Q3,Galaxy Z Fold2 5G,Yes,57951,41600297.39,2.72,55.58,17.57,184.77,67.9,Asia-Pacific
2020,Q4,Galaxy A52 5G,Yes,48805,32349455.4,4.42,99.33,33.79,96.26,57.17,North America
2020,Q3,Galaxy A52 5G,Yes,63137,23567297.83,4.79,66.15,49.64,94.47,82.6,North America
2024,Q2,Galaxy A73 5G,Yes,14587,28041204.8,2.85,53.66,51.8,126.75,94.43,Asia-Pacific
2023,Q3,Galaxy A32 5G,Yes,18578,35842354.88,5.27,41.64,13.95,192.01,73.64,North America
2020,Q3,Galaxy Z Flip3 5G,Yes,56598,9650777.532,6.61,77.65,26.15,69.04,88.7,Latin America
2021,Q2,Galaxy Z Fold3 5G,Yes,60479,80946999.25199999,4.359999999999999,41.23,45.34,215.46,49.82,Latin America
2019,Q2,Galaxy S20,No,17404,14950208.85,2.51,38.86,36.38,105.21,67.78,Middle East & Africa
2021,Q4,Galaxy Z Fold2 5G,Yes,40197,47733241.81,4.21,63.71,37.93,70.52,74.59,Europe
2022,Q4,Galaxy Z Fold3 5G,Yes,22829,33124655.16,6.4,70.69,26.25,125.31,93.2,North America
2019,Q1,Galaxy Note10,No,25671,7240265.603999999,2.82,85.8,42.58,67.46,37.26,Latin America
2021,Q3,Galaxy S10,No,39031,18608941.01,3.81,33.54,15.3,107.98,58.3,Asia-Pacific
2022,Q3,Galaxy A73 5G,Yes,43668,32615703.95,3.64,41.86,25.87,164.53,62.1,Middle East & Africa
2020,Q1,Galaxy Note10,No,21472,34965645.31,0.25,49.22,24.99,247.01,80.17,Latin America
2019,Q2,Galaxy S23 5G,Yes,36613,63070767.79,3.25,83.96,13.22,280.73,75.51,North America
2019,Q4,Galaxy Note20,No,8438,35324703.52,2.29,80.9,10.53,80.15,75.72,Middle East & Africa
2020,Q4,Galaxy A14 5G,Yes,36975,33358884.74,5.359999999999999,74.28,33.57,72.54,57.77,North America
2022,Q2,Galaxy Note10,No,5465,14185149.88,1.97,73.54,45.99,292.18,37.14,North America
2022,Q1,Galaxy A52 5G,Yes,33814,62983632.7,4.5600000000000005,57.41,21.53,170.67,72.61,Europe
2019,Q1,Galaxy Z Flip3 5G,Yes,38119,49899540.8,6.84,51.21,38.33,284.33,87.01,Latin America
2024,Q4,Galaxy Z Flip3 5G,Yes,35834,8672653.008,3.47,79.11,20.48,97.86,49,Middle East & Africa
2022,Q2,Galaxy Note10,No,5465,14185149.88,1.97,73.54,45.99,292.18,37.14,North America
2019,Q3,Galaxy S23 5G,Yes,18284,26788292.56,6.45,80,23.63,137.73,81.32,Latin America
2020,Q3,Galaxy A52 5G,Yes,63137,23567297.83,4.79,66.15,49.64,94.47,82.6,North America
2019,Q2,Galaxy Z Flip3 5G,Yes,31105,12818738.02,4.77,93.04,20.52,110.55,73.07,North America
2023,Q2,Galaxy Note20,No,40418,32030342.59,1.7799999999999998,61.900000000000006,24.69,160.98,45.26,North America
2019,Q2,Galaxy S23 5G,Yes,36613,63070767.79,3.25,83.96,13.22,280.73,75.51,North America
2023,Q1,Galaxy A52 5G,Yes,35503,31844795.27,3.87,85.47,48.17,262.84,68,Asia-Pacific
2020,Q3,Galaxy S21,No,44767,6397386.2190000005,2.66,65.67,24.92,94.9,53.63,Middle East & Africa
2024,Q1,Galaxy S22 5G,Yes,43911,45501962.54399999,4.21,45.54,47.18,293.87,46.55,Europe
2019,Q3,Galaxy Note20,No,12535,28466176.11,2.09,55.61,31.12,111.28,47.14,Latin America
2021,Q1,Galaxy Note20,No,36476,9769649.436,0.3999999999999999,67.05,29.96,138.12,52.54,Europe
2020,Q3,Galaxy A32 5G,Yes,29628,50812407.27599999,5.109999999999999,88.32,13.49,66.69,63.04,Asia-Pacific
2022,Q4,Galaxy S21,No,32799,30084811.85,0.7,89.07,45.08,253.23,61.38,Europe
2022,Q1,Galaxy S21,No,35233,10414206.28,2.01,84.7,12.7,92.35,51.97,North America
2024,Q3,Galaxy Z Flip5 5G,Yes,37683,25975311.58,6.15,87.83,29.56,270.57,63.33,Europe
2019,Q3,Galaxy S21,No,20683,15828498.96,0.3400000000000001,30.32,-0.65,239.67,46.13,Europe
2020,Q2,Galaxy Note10,No,8785,16339172.24,-0.36,50.5,16.16,96.06,70.49,Europe
2024,Q2,Galaxy A52 5G,Yes,33515,35787763.82,4.3,82.09,44.83,256.14,51.86,Latin America
2023,Q3,Galaxy Z Fold3 5G,Yes,35816,11652906.14,6.83,52.51,23.96,85.44,54.57,North America
2022,Q1,Galaxy S21,No,35233,10414206.28,2.01,84.7,12.7,92.35,51.97,North America
2024,Q4,Galaxy S22 5G,Yes,28368,17639255.89,5.79,47.78,35.7,99.55,92.85,Europe
2022,Q2,Galaxy Z Flip3 5G,Yes,54159,43416974.45,5.91,101.8,45.27,232.71,51.01,Latin America
2019,Q3,Galaxy S10,No,27112,27051337.74,3.78,61.35,47.48,152,50.23,North America
2023,Q1,Galaxy S22 5G,Yes,25428,41184238.58,4.9,78.09,24.18,262.01,54.8,North America
2024,Q3,Galaxy Note10,No,40214,41136987.82,0.1399999999999999,87.83,40.29,259.95,42.51,Asia-Pacific
2020,Q1,Galaxy A73 5G,Yes,48484,10752134.16,3.75,41.49,10.67,87.88,79.09,Middle East & Africa
2020,Q2,Galaxy S21,No,8601,32922566.24,2.99,82.16,47.56,139.42,52.96,Asia-Pacific
2023,Q4,Galaxy Z Fold2 5G,Yes,61064,65387195.35,5.49,85.64,26.68,170.74,59.27,Asia-Pacific
2024,Q3,Galaxy S10,No,32671,47591496.99,2.77,27.94,32.88,71.21,82.95,Asia-Pacific
2024,Q3,Galaxy Z Flip3 5G,Yes,35291,49226395.4,6.75,62.89,24.49,220.65,89.72,North America
2023,Q1,Galaxy Z Fold2 5G,Yes,36500,11340925.86,2.86,98.22,46.72,177.9,65.83,Asia-Pacific
2019,Q1,Galaxy Z Flip3 5G,Yes,38119,49899540.8,6.84,51.21,38.33,284.33,87.01,Latin America
2021,Q1,Galaxy Note20,No,36476,9769649.436,0.3999999999999999,67.05,29.96,138.12,52.54,Europe
2023,Q3,Galaxy Z Fold3 5G,Yes,35816,11652906.14,6.83,52.51,23.96,85.44,54.57,North America
2020,Q2,Galaxy Z Flip5 5G,Yes,47830,79207664.34,3.46,58.97,52.43,236.28,50.08,Asia-Pacific
2022,Q1,Galaxy Z Flip3 5G,Yes,6800,6213699.612,6.1,52.04,54.21,81.93,52.88,Middle East & Africa
2020,Q1,Galaxy Z Fold2 5G,Yes,11438,56002244.29,6.33,93.95,52.02,168.24,63.04,Asia-Pacific
2023,Q1,Galaxy A32 5G,Yes,42266,25950100.26,6.02,55.39,39.53,262.25,45.63,Asia-Pacific
2022,Q1,Galaxy S21,No,35233,10414206.28,2.01,84.7,12.7,92.35,51.97,North America
2022,Q2,Galaxy A14 5G,Yes,58156,45419753.7,4.279999999999999,88.11,44.95,232.59,86.74,Middle East & Africa
2022,Q3,Galaxy Note10,No,27006,5136019.542,0.3600000000000001,70.18,-0.05,179.88,63.620000000000005,Middle East & Africa
2024,Q1,Galaxy Z Fold3 5G,Yes,6628,36995468.59,4.8100000000000005,93.86,26.43,157.51,45.53,Europe
2020,Q2,Galaxy Z Flip5 5G,Yes,47830,79207664.34,3.46,58.97,52.43,236.28,50.08,Asia-Pacific
2020,Q4,Galaxy Z Fold3 5G,Yes,11163,12032304.635999998,3.84,40.71,45.09,122.22,83.63,North America
2019,Q4,Galaxy S20,No,46113,23485210.48,1.89,69.9,13.34,167.31,45.48,Europe
2020,Q3,Galaxy Z Fold3 5G,Yes,53108,8982957.78,6.02,47.8,32.45,100.39,59.44,Latin America
2023,Q2,Galaxy Z Flip3 5G,Yes,55851,19401460.38,5.04,98.87,14.29,187.41,45.43,Latin America
2019,Q2,Galaxy Z Flip5 5G,Yes,12030,33549565.92,5.82,48.62,36.32,227.63,91.79,Latin America
2022,Q2,Galaxy Note10,No,5465,14185149.88,1.97,73.54,45.99,292.18,37.14,North America
2021,Q1,Galaxy S21,No,34090,7777936.368,3.54,71.27,41.68,171.59,50.17,Middle East & Africa
2022,Q3,Galaxy Note10,No,27006,5136019.542,0.3600000000000001,70.18,-0.05,179.88,63.620000000000005,Middle East & Africa
2024,Q2,Galaxy Z Fold3 5G,Yes,33169,35954900.03,5.42,53.54,26.02,294.86,54.66,Europe
2024,Q1,Galaxy Z Flip3 5G,Yes,57073,27851665.91,2.61,66.33,8.11,196.33,89.62,Latin America
2019,Q1,Galaxy Z Fold3 5G,Yes,19643,36029498.52,5.67,76.62,22.84,220.82,88.16,Asia-Pacific
2023,Q3,Galaxy A73 5G,Yes,60353,10771600.523999998,3.43,67.71000000000001,35.68,79.34,58.28,North America
2023,Q2,Galaxy S10,No,28445,23846107.2,3.99,46.8,37.91,175.6,66.6,Europe
2019,Q1,Galaxy Note10,No,25671,7240265.603999999,2.82,85.8,42.58,67.46,37.26,Latin America
2021,Q4,Galaxy S22 5G,Yes,30537,33782555.279999994,6.26,48.75,15.75,162.28,64.74000000000001,Latin America
2019,Q1,Galaxy Z Fold2 5G,Yes,40641,51959555.76,2.64,44.77,31.27,151.18,66.50999999999999,North America
2020,Q1,Galaxy A32 5G,Yes,42883,18588730.37,6.37,72.87,45.86,273.59,52.9,Asia-Pacific
2024,Q2,Galaxy A14 5G,Yes,7463,54322194.79,3.42,84.33,29.05,82.85,88.18,North America
2021,Q3,Galaxy S22 5G,Yes,54330,37269680.39,6.02,48.4,15.34,212.64,88.87,Middle East & Africa
2022,Q1,Galaxy S22 5G,Yes,6787,52571041.67,4.93,103.73,29.49,274.81,47.7,Latin America
2023,Q4,Galaxy Z Flip5 5G,Yes,52161,28251610.31,4.470000000000001,63.99,48.56,255.02,48.38,Middle East & Africa
2019,Q4,Galaxy A32 5G,Yes,40164,21739755.84,3.76,50.13,13.99,210.05,58.83,Latin America
2023,Q4,Galaxy S22 5G,Yes,36216,29959374.23,3.82,70.59,46.92,177.43,63.86,Latin America
2020,Q4,Galaxy Note20,No,7473,19621770.61,3.88,74.66,27.55,177.22,72.36,North America
2023,Q2,Galaxy Note20,No,40418,32030342.59,1.7799999999999998,61.900000000000006,24.69,160.98,45.26,North America
2020,Q3,Galaxy S21,No,44767,6397386.2190000005,2.66,65.67,24.92,94.9,53.63,Middle East & Africa
2023,Q4,Galaxy S22 5G,Yes,36216,29959374.23,3.82,70.59,46.92,177.43,63.86,Latin America
2020,Q4,Galaxy Note20,No,7473,19621770.61,3.88,74.66,27.55,177.22,72.36,North America
2022,Q4,Galaxy Z Fold2 5G,Yes,23653,24085328.15,5.640000000000001,87.55,41.3,170.64,46.15,Europe
2019,Q1,Galaxy A73 5G,Yes,58711,70175779.07,4.92,79.95,49.7,191.42,74.83,Europe
2022,Q4,Galaxy Note10,No,16902,45919818.68,-0.25,68.67,2.53,66.34,47.23,Asia-Pacific
2023,Q2,Galaxy S22 5G,Yes,43275,7555516.428,4.18,44.77,25.77,214.9,48.3,Latin America
2020,Q3,Galaxy A73 5G,Yes,56115,16158944.45,6.22,91.44,29.96,193.54,89.31,Europe
2020,Q3,Galaxy S20,No,7511,31385211.28,1.48,60,1.6800000000000002,52.52,85.45,North America
2019,Q2,Galaxy Z Flip3 5G,Yes,31105,12818738.02,4.77,93.04,20.52,110.55,73.07,North America
2021,Q4,Galaxy Z Fold3 5G,Yes,16890,10789418.339999998,3.3600000000000003,73.7,27.02,202.39,52.08,Europe
2023,Q3,Galaxy A32 5G,Yes,18578,35842354.88,5.27,41.64,13.95,192.01,73.64,North America
2021,Q3,Galaxy Z Fold2 5G,Yes,50384,16798329.65,4.359999999999999,89.43,51.51,132.01,80.99,Asia-Pacific
2022,Q2,Galaxy S23 5G,Yes,33117,5432435.603999999,6.58,83.47,38.52,282.72,86.09,Asia-Pacific
2020,Q3,Galaxy A73 5G,Yes,56115,16158944.45,6.22,91.44,29.96,193.54,89.31,Europe
2024,Q4,Galaxy A73 5G,Yes,63966,35148376,3.86,68.18,37.3,171.35,81.11,North America
2024,Q3,Galaxy Z Flip5 5G,Yes,37683,25975311.58,6.15,87.83,29.56,270.57,63.33,Europe
2019,Q1,Galaxy Z Fold3 5G,Yes,19643,36029498.52,5.67,76.62,22.84,220.82,88.16,Asia-Pacific
2021,Q2,Galaxy S21,No,41937,10442280.66,-0.2,67,23.33,106.63,42.6,Asia-Pacific
2023,Q3,Galaxy Z Flip5 5G,Yes,19229,37535867.52,6.95,71.89,44.75,122.87,91.72,Latin America
2019,Q1,Galaxy A73 5G,Yes,58711,70175779.07,4.92,79.95,49.7,191.42,74.83,Europe
2023,Q4,Galaxy S20,No,47421,4828393.062,0.3400000000000001,69.32,14.16,174.21,73.78,Latin America
2024,Q1,Galaxy S10,No,37131,45587127.690000005,0.5900000000000001,83.06,0.3399999999999998,274.2,42.93,North America
2021,Q2,Galaxy A32 5G,Yes,26634,17977115.15,2.97,45.93,52.08,238.86,74.08,Middle East & Africa
2023,Q3,Galaxy Z Fold3 5G,Yes,35816,11652906.14,6.83,52.51,23.96,85.44,54.57,North America
2019,Q3,Galaxy A14 5G,Yes,30819,60274563.34,3.44,41.17,26.42,199.68,61.6,North America
2021,Q4,Galaxy A14 5G,Yes,50895,58673135.23,5.33,57.73,31.67,226.07,94.36,Asia-Pacific
2021,Q1,Galaxy S20,No,36129,28657040.44,0.49,60.6,1.5699999999999998,209.38,62.41,Middle East & Africa
2019,Q3,Galaxy S10,No,27112,27051337.74,3.78,61.35,47.48,152,50.23,North America
2022,Q3,Galaxy A32 5G,Yes,49871,8902985.243999999,6.82,48.95,18.68,240.7,53.91,North America
2020,Q2,Galaxy S23 5G,Yes,53896,47982928.72799999,3.17,75.16,22.74,92.93,86.89,Latin America
2022,Q1,Galaxy A32 5G,Yes,41857,71129083.79,4.859999999999999,73.91,45.53,173.38,53.59,Europe
2022,Q2,Galaxy A52 5G,Yes,15007,56176071.66,6.81,83.96,44.71,258.98,59.6,Latin America
2019,Q3,Galaxy Note10,No,28788,10130230.56,1.38,25.88,6.92,129.04,46.41,Middle East & Africa
2024,Q4,Galaxy Z Flip5 5G,Yes,23576,7378715.04,4.94,92.65,27.65,261.8,75.18,Asia-Pacific
2022,Q3,Galaxy Z Fold3 5G,Yes,55071,52340365.75,3.6,55.45,51.49,279.27,73.87,Europe
2023,Q2,Galaxy S10,No,28445,23846107.2,3.99,46.8,37.91,175.6,66.6,Europe
2023,Q1,Galaxy Note20,No,41459,13687954.88,-0.11,62.18000000000001,11.77,287.5,41.54,Latin America
2019,Q2,Galaxy Z Fold3 5G,Yes,8422,11292488.05,6,55.76,30.55,170.31,78.44,Latin America
2019,Q3,Galaxy S21,No,20683,15828498.96,0.3400000000000001,30.32,-0.65,239.67,46.13,Europe
2019,Q1,Galaxy S20,No,16573,25608331.51,-0.03,47.02,3.78,77.25,84.66,Middle East & Africa
2020,Q4,Galaxy A52 5G,Yes,48805,32349455.4,4.42,99.33,33.79,96.26,57.17,North America
2019,Q2,Galaxy S22 5G,Yes,24185,52192972.55,2.95,40.55,46.73,200.47,83.06,Middle East & Africa
2021,Q4,Galaxy S22 5G,Yes,30537,33782555.279999994,6.26,48.75,15.75,162.28,64.74000000000001,Latin America
2022,Q4,Galaxy A73 5G,Yes,15691,21823040.17,3.0700000000000003,42.69,42.69,135.63,72.27,North America
2021,Q2,Galaxy S10,No,33392,40200175.95,-0.14,69.32,24.76,255.14,39.33,North America
2020,Q1,Galaxy S21,No,18546,42315159.99,1.81,58.09,33.08,110.9,49.63,Latin America
2022,Q3,Galaxy S20,No,35658,14607494.42,1.1800000000000002,33.54,9.96,232.38,66.96,Asia-Pacific
2020,Q2,Galaxy Note20,No,29178,41803911.05,2.59,47.84,16.52,134.32,74.93,Latin America
2021,Q1,Galaxy A14 5G,Yes,33689,37582037.58,6.06,97.44,25.59,133.77,92.93,Europe
2023,Q1,Galaxy Z Fold2 5G,Yes,36500,11340925.86,2.86,98.22,46.72,177.9,65.83,Asia-Pacific
2019,Q2,Galaxy S23 5G,Yes,36613,63070767.79,3.25,83.96,13.22,280.73,75.51,North America
2022,Q2,Galaxy A14 5G,Yes,58156,45419753.7,4.279999999999999,88.11,44.95,232.59,86.74,Middle East & Africa
2019,Q1,Galaxy S22 5G,Yes,36255,12091673.94,4.66,56.5,9.77,81.43,85.88,Middle East & Africa
2024,Q4,Galaxy Note20,No,42266,23557754.83,0.3400000000000001,86.28,26.49,294.81,51.79,Latin America
2020,Q1,Galaxy A52 5G,Yes,49662,52134225.08,2.9,96.42,52.2,187.23,76.5,Middle East & Africa
2024,Q4,Galaxy S10,No,9805,4494602.493,0.27,59.49,16.98,203.22,57.32,Middle East & Africa
2022,Q1,Galaxy A52 5G,Yes,33814,62983632.7,4.5600000000000005,57.41,21.53,170.67,72.61,Europe
2021,Q1,Galaxy S22 5G,Yes,42025,46339655.03,4.66,82.85,36.11,176.96,71.11,North America
2019,Q1,Galaxy Z Flip3 5G,Yes,38119,49899540.8,6.84,51.21,38.33,284.33,87.01,Latin America
2022,Q2,Galaxy A73 5G,Yes,10585,29685804.23,3.51,93.42,38.63,171.64,87.93,Europe
2021,Q2,Galaxy Z Flip5 5G,Yes,34710,17998844.95,5.279999999999999,61.27,11.75,237.56,76.8,Middle East & Africa
2020,Q3,Galaxy Note10,No,38772,27841226.88,3.4800000000000004,60.92,27.62,136.07,84.47,Europe
2020,Q1,Galaxy S22 5G,Yes,40807,28409469.32,3.04,47.56,33.59,95.38,57.91,Latin America
2023,Q4,Galaxy A73 5G,Yes,31159,41780958.79,4.5600000000000005,79.39,20.12,294.91,53.57,Middle East & Africa
2024,Q1,Galaxy S20,No,32783,24954402.68,-0.12,68.38,18.52,165.62,84.08,Asia-Pacific
2022,Q4,Galaxy S22 5G,Yes,47629,40258147.69,2.59,62.4,46.2,174.55,88.86,Latin America
2024,Q1,Galaxy S22 5G,Yes,43911,45501962.54399999,4.21,45.54,47.18,293.87,46.55,Europe
2019,Q1,Galaxy S22 5G,Yes,36255,12091673.94,4.66,56.5,9.77,81.43,85.88,Middle East & Africa
